nyersanyagok/100g;EnergiakJ;Energiakcal;Fehérjeg;Zsírg;Szénhidrátg;Nátriummg;Káliummg;Kalciummg;Magnéziummg;Retinolµg;Koleszterin;B6-vitamin-mg;C-vitamin-mg;D-vitamin-mg;Evitaminmg;Kategória
makrela konzerv;1376;329;18.9;28;;;;15;;108;;;;;0.9;
olajos szardínia;1187;284;22.5;21.4;;505;397;330;39;60;;;;;1.7;
olajos tonhal;1213;290;23.8;21.5;;590;248;13;43;372;;;;;1.2;
olajoshal konzerv;1545;370;15.9;33.8;;74;370;60;27;20;;;;;2.3;
pácolt hering;602;144;11.1;11;;;120;53;12;13;;;;;2.3;
paradicsomos halkonzerv;816;195;14.8;15;;526;352;49;61;240;;;;;1;
rák;423;101;20.5;1.1;2.2;630;100;110;27;150;;;;;2.4;
rákkonzerv;471;113;22.9;1.8;1.1;1000;110;120;32;150;;;;;2.4;
csicseriborsó;1282;307;19.8;3.4;48.8;27;810;110;108;30;;;;;0;
fejtettbab;684;164;10.8;0.4;29;2;334;31.7;64.8;75;;;;;0.1;
lencse;1399;335;26;1.9;53;10;1150;74;134;17;;;;;1.3;
sárgaborsó;1313;314;21.7;1.5;53.1;10;1210;49;126;13;;;;;4.9;
sárgaborsóliszt;1523;364;27.2;1.3;60.5;;;;;;;;;;0;
szárazbab;1315;314;21.9;1;54.1;8;1120;106;217;250;;;;;0.2;
szójabab;1759;421;37;18.1;27;4;1800;257;247;63;;;;;1.5;
szójacsíra;210;50;5.5;1;4.7;30;235;32;18.5;4;;;;;0;
szójagranulátum ;1386;332;47;2;31;4;1800;200;240;;;;;;0;
szójakocka ;1386;332;47;2;31;4;1800;200;240;;;;;;0;
szójaliszt;2147;514;41.6;28.5;22.1;4;1800;200;240;13;;;;;1.5;
szójapárizsi;1030;246;12.3;15.5;14.1;788;459;50.6;61;1;;;;;6.1;
szójapehely;1987;475;42;25;20;4;1800;200;240;;;;;;1.5;
szójás fasírtpor;1630;390;35.3;12.9;32.6;1403;1222;190.7;159.3;1;;;;;6.5;
szójaszósz;274;66;10.5;0.1;5.6;5586;212;20;40;;;;;;0;
szójatej;149;36;2.8;1.9;1.8;12;141;4;19;3;;;;;0;
tofu (szójatúró);305;73;8.1;4.2;0.6;4;63;150;23;;;;;;1;
kakaós tej;269;64;3.5;0.5;11.4;45;148;120;17;18;;;;;0.1;
karamellás tej;320;77;3.2;1.5;12.5;45;148;120;17;18;;;;;0.1;
kecsketej;287;69;3.6;3.9;4.7;80;50;130;13;66;;;;;0;
tej %os;142;34;3.5;0.1;4.8;53;150;123;14;;;;;;0;
tej %os;203;49;3.4;1.5;5.3;53;160;114;18;14;;;;;0;
tej %os;252;60;3.4;2.8;5.3;45;148;120;17;18;;;;;0.1;
tej %os;282;68;3.4;3.6;5.3;45;148;120;17;23;;;;;0.1;
félzsíros tehéntúró;599;143;16.2;7;3.7;18;65;80;6;44;;;;;0.1;
gomolyatúró;1154;276;18.2;21.1;3;15;50;63;5;99;;;;;0.3;
juhtúró;1145;274;14.7;22.5;2.8;515;146;400;42;117;;;;;0.2;
sovány tehéntúró;320;76;14.1;0.5;3.8;20;71;90;6;2;;;;;0;
vaniliás túrókrém;960;230;13.8;11.3;18;15;53;60.3;5.2;86;;;;;0.2;
%os joghurt;143;34;3.4;0.1;4.6;120;181;120;16;2;;;;;0;
cukormentes gyümölcsjoghurt;249;60;2.9;3;5.1;97;174;101.6;16.4;25;;;;;0.1;
gyümölcsjoghurt;347;83;2.8;2.9;11.2;98;174;97.7;14.3;68;;;;;0.1;
joghurt;270;65;3.4;3.6;4.6;120;181;120;16;32;;;;;0.1;
kefir;270;65;3.4;3.6;4.6;120;181;120;16;32;;;;;0.1;
cukrozott tejszínhab;1206;289;2.3;26;11;34;112;100;10;213;;;;;0.8;
habtejszín;1228;294;2.6;30;3;34;112;100;10;225;;;;;0.8;
joghurthab;410;98;2.8;1.6;18;36;119;91.3;8.8;12;;;;;0.1;
kávétejszín;726;174;3.3;16;3.9;40;132;105;11.2;120;;;;;0.3;
sovány tejpor;1525;365;36;2;50.3;650;1235;1200;110;12;;;;;0;
sőrített tej;1330;318;8.5;7;54.9;88;360;300;27;58;;;;;0.2;
tejföl %os;535;128;2.8;11;4.3;53;144;100;11;113;;;;;0.4;
tejföl %os;875;209;3.3;20;3.8;35;148;130;14;113;;;;;0.4;
zsíros tejpor;2071;495;25.5;27;37;650;1235;1200;110;253;;;;;0.8;
anikó sajt;1420;340;24.2;26;1.8;970;109;600;66;120;;;;;0.4;
bakony camembert sajt;1256;300;21.5;23;1.5;970;110;570;17;362;;;;;0.5;
boci krémsajt;1160;277;11.5;24.9;1.5;1120;66;500;52;;;;;;0.7;
camping krémsajt;1304;312;16.5;26.4;1.7;1120;66;500;52;;;;;;0.7;
chester cheddar sajt;1575;377;26.8;29.1;1.5;800;150;800;30;190;;;;;1;
edámi sajt;1474;353;26.2;26.6;1.7;800;150;800;30;260;;;;;0.4;
ementáli sajt;1604;384;27.8;29.4;1.5;800;150;800;30;317;;;;;0.4;
fetasajt;1112;266;14.2;21.3;4.1;1116;62;492.5;19.2;128;;;;;0;
zalai füstölt sajt;1457;349;25.2;26.6;1.7;800;150;800;30;160;;;;;0.4;
goudasajt;1494;357;24.9;27.4;2.2;819;121;699.8;29;174;;;;;0.4;
göcseji sajt;1277;306;22.2;23.3;1.4;1000;134;400;27;333;;;;;0.6;
hóvirág sajt;1271;304;21;23.4;2;1000;134;460;27;133;;;;;0.6;
ízesített kenhetı sajt;1188;284;15.5;23.7;1.9;1120;66;500;52;;;;;;0.7;
karaván füstölt sajt;1439;344;22.3;27.3;1.9;1170;152;460;;133;;;;;0.6;
kaskavál juhsajt;1505;360;23.6;28.7;1.4;654;67;400;;333;;;;;0.6;
kecskesajt;1533;367;21.6;29.8;2.5;515;158;298;29;400;;;;;0.6;
köményes sajt;917;219;30.5;10;1.6;800;180;400;;70;;;;;0.3;
márványsajt;1492;357;20;29.7;2;1450;400;526;39;160;;;;;0.8;
mozarella sajt;1180;282;19.4;21.6;2.2;373;67;517;18.6;241;;;;;0.4;
óvári sajt;1225;293;29.6;18.5;1.7;1300;180;600;56;107;;;;;0.4;
parmezán sajt;1570;375;26.8;28.9;1.6;700;150;850;50;390;;;;;0.9;
rokfort sajt ;1554;372;21.5;30.6;2;1809;91;661.8;29.5;300;;;;;0;
tejszínkrémsajt;1089;261;2.8;26.2;3.1;500;120;180;;153;;;;;0.7;
tenkes sajt;1115;267;27.8;16.3;1.9;800;95;800;59;177;;;;;0.2;
tihany séd brie sajt;1592;381;18.2;33.4;1.4;944;105;400;29;630;;;;;0.8;
trappista sajt;1554;372;27.7;28.1;1.6;970;109;600;66;260;;;;;0.4;
túra sajt;783;187;25.7;8.4;2;1400;104;400;48;38;;;;;0.8;
zsíros kockasajt;1259;301;16.7;25;2;1120;66;500;52;123;;;;;0.6;
bokormogyoró;2809;672;15.6;63.5;8.7;2;600;290;140;5;;;;;26.2;
dejó;1731;414;18.7;26.9;23.8;3;614;69.7;285;;;;;;3.5;
dió;2664;637;18.6;57;11.7;11;544;202;256;8;;;;;6.2;
lenmag ;1578;377;24.4;30.9;;;;198;;;;;;;0;
mák;2190;524;20.5;38.2;23.9;17;1105;968;506;;;;;;4.9;
mandula;2551;610;27.6;52.2;6.8;8;890;238;368;17;;;;;24.8;
napraforgó ;2437;583;22.5;49;12.3;2;725;98;420;;;;;;0;
olajos pörkölt kesudió;2573;616;16.2;48.2;28.5;17;530;41;255;;;;;;1.6;
pisztácia;2510;600;20.8;51.6;12.5;;1020;136;158;25;;;;;5.2;
pörkölt földimogyoró;2460;589;26.4;49.4;8.9;6;777;65;182;;;;;;8.8;
sós földimogyoró;2288;547;24.6;45.9;8.3;2758;723;60.5;169.3;;;;;;8.2;
szezámmag;2670;639;26.3;54.8;9.4;20;570;670;370;1000;;;;;2.5;
szezámpehely;2670;639;26.3;54.8;9.4;20;570;670;370;1000;;;;;2.5;
szelídgesztenye;685;164;4.8;1.5;32.6;2;553;94.6;48;5;;;;;1.2;
tökmag;2577;616;33.9;51.5;3.6;10;920;66.5;970;;;;;;38.5;
tojás;690;165;13.5;12;0.6;144;147;42.2;12;220;;;;;0.7;
tojásfehérje;238;57;12.8;0.3;0.7;170;154;17;12;;;;;;0;
tojássárga;1474;353;16.1;31.7;0.3;51;138;80;16;550;;;;;2.1;
fagylalt jégkrém ;674;161;2.2;4.5;27.8;110;99;75;;130;;;;;0;
mézespuszedli;1494;357;7.2;4.5;71.5;20;95;24;12.1;26;;;;;0.2;
citromos nápolyi;2032;486;5.6;27.3;53.7;94;126;67.4;13.8;117;;;;;1.2;
édes keksz;1877;449;8.2;11;78.8;387;139;47;23;;;;;;0.4;
étcsokoládé;2243;537;5.8;29.2;62;11;434;80;126;6;;;;;0;
félkész réteslap;1454;348;11.6;1.2;72.1;200;137;13;20;3;;;;;0.4;
háztartási keksz;1732;414;9.8;6.8;78;392;73;25;32;;;;;;0.4;
kakaós nápolyi;2091;500;6.6;28.3;54.1;96;193;71.9;38.9;118;;;;;1.2;
korpáskeksz;1767;423;14.4;13.8;59.8;790;427;52.9;107.1;103;;;;;4.1;
marcipán;2041;488;8;24.9;57.4;5;209;43;120;;;;;;9.1;
mogyorókrém;2239;536;6.5;31;57;;;120;80;31;;;;;0;
ropi;1442;345;9.7;0.5;75;1800;120;150;29;;;;;;0.3;
sajtos tallér;1770;423;10.2;24.9;39.1;938;117;95.5;20;108;;;;;0.8;
sóskeksz;1824;436;8;18.8;58.3;894;94;12.5;12.6;153;;;;;1.2;
tejcsokoládé;2240;536;8.4;30.3;56.8;58;449;220;55;8;;;;;0;
barnacukor;1636;391;;;97.4;2;90;55;14;;;;;;0;
cukor;1678;402;;;99.9;0;2;0.6;0.2;;;;;;0;
méz;1368;327;0.4;;81;7;47;40;5.5;;;;;;0;
pudingpor;1424;341;0.4;0.1;84.2;3;7;;2;;;;;;0;
füstölt szalonna;2911;696;9;73;;1400;14;2;7;;;;;;0.1;
libazsír;3751;897;0.5;99;;1;;;;;;;;;2.7;
sertészsír;3770;902;0.1;99.7;;1;1;1;1;9;;;;;1.6;
tepertı;3348;801;12.1;83.2;;;;;;;;;;;0.1;
tıkehalmáj olaj;3772;902;;99.8;;0;;;;30000;;;;;3.3;
tyúkzsír;3761;900;;99.5;;;;;;;;;;;2.7;
vaj;3039;727;0.4;80;0.5;11;16;25;2;783;;;;;2.2;
vajkrém;1588;380;2.5;40;2;6;8;12.5;1;278;;;;;1.1;
búzacsíraolaj;3761;900;;99.5;;;;;;;;;;;215.4;
margarin % zsírtartalmú;1357;325;1.6;35;0.4;400;7;12;0.5;697;;;;;6;
margarin % zsírtartalmú;2089;500;0.2;55;0.4;400;7;12;0.5;697;;;;;6;
dióolaj;3761;900;;99.5;;;;;;;;;;;3.2;
fızımargarin;3033;726;0.2;80;0.4;400;;;;697;;;;;16;
kókuszzsír;3742;895;;99;0;;;;0.2;;;;;;2.1;
kukoricaolaj;3780;904;;100;;1;1;15;;23;;;;;33.8;
lenmagolaj;3761;900;;99.5;;;;;;;;;;;2.1;
margarin  % zsírtartalmú;2656;635;0.2;70;0.4;400;7;12;0.5;680;;;;;5;
napraforgó olaj;3772;902;;99.8;;;;;;5;;;;;55.8;
olivaolaj;3765;901;;99.6;;;;;;37;;;;;12;
repceolaj;3772;902;;99.8;;;;;;550;;;;;15.3;
szezámolaj;3761;900;;99.5;;;;;;;;;;;4.1;
szójaolaj;3772;902;;99.8;;;;;;583;;;;;93;
tökmagolaj;3772;902;;99.8;;;;;;;;;;;0;
cukormentes neskakaó;115;28;2;0.2;4.4;90;211;47;17;;;;;;0;
élesztı;326;78;16.7;1.2;;34;649;28;;;;;;;0;
gabonakolbász;1666;399;4.4;30.7;25.6;796;183;22.2;50.1;5;;;;;12.9;
kakaópor;1307;313;18.5;21.7;10.5;35;1600;105;523;7;;;;;0.2;
marhahúsleves kocka;712;170;17.3;4;16.1;24000;403;60;50;15;;;;;0.1;
nescafe ;326;78;11.2;;8.2;58;4380;168;390;;;;;;0;
neskakaó;1662;397;10.8;4;79.1;504;712;326;83;3;;;;;0.2;
pattogatott kukorica (olaj nélkül);1669;399;12;4.2;77.9;4;301;10;131;20;;;;;0.1;
pattogatott kukorica (olajjal);2174;520;9;28.1;57.2;884;225;10;108;15;;;;;0.1;
pótkávé;1582;378;5.5;3.4;81;73;1840;52;244;;;;;;1;
teafő ;504;121;26;5.1;0.8;6;1790;302;184;;;;;;0;
tejszínpótló por;2344;561;4.8;35.5;54.9;181;812;22.3;4.1;20;;;;;0.3;
ecet %os;17;4;0.4;;0.6;20;89;15;22;;;;;;0;
ételízesítı;250;60;3.3;1;9.3;15839;824;140.2;23.9;2338;;;;;0.3;
főszerpaprika;1428;342;13;4;63;5;259;10;14;333;;;;;2.9;
halászlékocka;941;225;5.8;10.8;26;1201;155;20.9;9.6;23;;;;;4.7;
mustár;707;169;5.7;6.4;22;760;165;95;48;;;;;;0;
spagettikrém;945;226;3.6;13.1;23.3;1782;652;41.8;1.6;137;;;;;7;
tormás majonéz;977;234;1.7;25.1;;165;86;42.2;14.8;14;;;;;14.4;
ezer sziget salátaöntet;1302;311;1.7;28.2;12.4;835;100;20.9;7.4;42;;;;;13.9;
jogonéz;1258;301;0.9;30.9;4.6;47;43;27.2;5.1;8;;;;;16.8;
majonéz;3545;848;1.3;93.2;0;83;14;6.5;1.5;47;;;;;48;
gulyáskrém;328;78;2.2;7.7;;4020;308;46.1;31;35;;;;;0;
